,Date,Location,Efficiency of the admissions process,Helpfulness of admitting staff,Usefulness of leaflets provided,"Explanations about procedures, tests and treatment options",Explanation about benefits/risks of surgical interventions,Opportunity to ask questions about your condition or treatment,Nursing care and attention,Response time to nursing call system,Pain relief, Respect for your privacy,Comfort of room & surroundings,Cleanliness of room & surroundings,Attractiveness/decor,Timeliness of catering service,Quality of food served,Quantity of food served,Time given to planning your return home,Explanations about how to manage your condition and recovery at home,Clarity of instructions on take home medications, Efficiency of discharge process,Efficiency of billings process,Clarity of billing information,Staff Helpfulness,Quality of service you received
23,March 2019,Awolowo,4.0,5.0,,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,,5.0,5.0,5.0
24,March 2019,Awolowo,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,,3.0,5.0,5.0,4.0,4.0,5.0,3.0,,5.0,5.0,4.0,4.0,4.0,5.0,3.0
25,March 2019,Awolowo,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,,5.0,4.0,4.0,,4.0,,,5.0,5.0,5.0,5.0
26,March 2019,Awolowo,4.0,5.0,,4.0,,5.0,5.0,3.0,5.0,,4.0,5.0,4.0,4.0,4.0,4.0,,4.0,4.0,,,5.0,4.0,4.0
27,March 2019,Awolowo,5.0,5.0,5.0,5.0,,5.0,4.0,5.0,,,5.0,5.0,5.0,4.0,4.0,5.0,,5.0,4.0,4.0,4.0,4.0,4.0,4.0
28,March 2019,Awolowo,5.0,4.0,,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,,4.0,4.0,4.0,5.0
29,March 2019,Awolowo,4.0,5.0,,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
30,March 2019,Awolowo,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,,5.0,5.0,4.0
31,March 2019,Awolowo,4.0,5.0,,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
32,March 2019,Awolowo,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
33,March 2019,Awolowo,5.0,5.0,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
34,March 2019,Awolowo,4.0,5.0,,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,,5.0,4.0,5.0
35,March 2019,Awolowo,4.0,4.0,,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
36,March 2019,Awolowo,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,,5.0,5.0,4.0
37,March 2019,Awolowo,4.0,5.0,,5.0,4.0,5.0,5.0,5.0,,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,,4.0,5.0,4.0
38,March 2019,Awolowo,5.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
39,March 2019,Awolowo,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,4.0,5.0,5.0,4.0,3.0,4.0,4.0,,4.0,4.0,5.0,4.0,5.0,5.0,4.0
40,March 2019,Awolowo,5.0,4.0,,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,,4.0,4.0,5.0
41,March 2019,Awolowo,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0
42,March 2019,Awolowo,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0
43,March 2019,Awolowo,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,,4.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,,5.0,,4.0,5.0
44,March 2019,Awolowo,4.0,4.0,,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,,5.0,4.0,5.0,5.0,,4.0,4.0
45,March 2019,Awolowo,4.0,4.0,,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0
46,March 2019,Awolowo,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,,4.0,,5.0,4.0
47,March 2019,Awolowo,5.0,5.0,,4.0,4.0,4.0,5.0,5.0,5.0,,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,,5.0,4.0,5.0,5.0
48,March 2019,Awolowo,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
49,March 2019,Awolowo,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,4.0,,4.0,5.0,4.0,5.0
50,March 2019,Awolowo,5.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
51,March 2019,Awolowo,4.0,5.0,,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,,5.0,,5.0,4.0
52,March 2019,Awolowo,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0
53,March 2019,Awolowo,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,,5.0,5.0,4.0,5.0
54,March 2019,Awolowo,4.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,,4.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0
55,March 2019,Awolowo,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,,4.0,3.0,5.0,4.0,5.0,,4.0,5.0,4.0,4.0,5.0
56,March 2019,Awolowo,5.0,5.0,4.0,5.0,,5.0,5.0,4.0,5.0,,5.0,4.0,,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0
57,March 2019,Awolowo,5.0,4.0,,4.0,,5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0
58,March 2019,Awolowo,4.0,4.0,,5.0,4.0,4.0,4.0,5.0,,,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,,5.0,4.0
59,March 2019,Awolowo,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,,4.0,5.0
60,March 2019,Awolowo,4.0,5.0,,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,,4.0,4.0,4.0
61,March 2019,Awolowo,5.0,5.0,5.0,5.0,,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0
62,March 2019,Awolowo,5.0,5.0,,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
63,March 2019,Awolowo,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0
64,March 2019,Awolowo,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0
65,March 2019,Awolowo,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0
66,March 2019,Awolowo,5.0,4.0,,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0
67,March 2019,Awolowo,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,,,,,5.0,5.0
68,March 2019,Awolowo,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0
69,March 2019,Awolowo,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,,4.0,4.0,,5.0,4.0,5.0,4.0
70,March 2019,Awolowo,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,,4.0,5.0,4.0,4.0,5.0
71,March 2019,Awolowo,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
72,March 2019,Awolowo,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0
73,March 2019,Awolowo,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,,5.0,5.0
74,March 2019,Awolowo,5.0,5.0,,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
75,March 2019,Awolowo,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,,4.0,5.0,4.0,4.0
76,March 2019,Awolowo,4.0,5.0,,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
77,March 2019,Awolowo,5.0,5.0,4.0,4.0,,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0
78,March 2019,Awolowo,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,,4.0,3.0
79,March 2019,Awolowo,5.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,4.0,5.0,4.0
80,March 2019,Awolowo,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,,4.0,5.0,4.0,5.0,4.0,4.0,5.0
81,March 2019,Awolowo,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,,5.0,4.0,4.0,,,4.0,4.0
82,March 2019,Awolowo,4.0,4.0,,4.0,,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,,5.0,4.0,4.0,5.0,5.0,4.0,4.0
83,March 2019,Awolowo,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,,5.0,5.0
84,March 2019,Awolowo,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0
85,March 2019,Awolowo,4.0,5.0,,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,,4.0,4.0,4.0,,,5.0,5.0
86,March 2019,Awolowo,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,,4.0,5.0,4.0,5.0,5.0
87,March 2019,Awolowo,4.0,5.0,,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,,4.0,4.0,4.0,5.0
88,March 2019,Awolowo,4.0,5.0,,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,,4.0,4.0,4.0,5.0,5.0,5.0,5.0
0,March 2019,Bourdillion,,3.0,,5.0,5.0,5.0,,3.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0
1,March 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,,3.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0
2,March 2019,Bourdillion,,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
3,March 2019,Bourdillion,5.0,5.0,,5.0,4.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0
4,March 2019,Bourdillion,5.0,4.0,,5.0,5.0,5.0,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0
5,March 2019,Bourdillion,5.0,3.0,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,,5.0,5.0,5.0,4.0,5.0,4.0,5.0
6,March 2019,Bourdillion,3.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,,2.0,3.0,5.0,5.0
7,March 2019,Bourdillion,4.0,5.0,,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
8,March 2019,Bourdillion,5.0,5.0,,5.0,4.0,5.0,5.0,2.0,5.0,5.0,4.0,4.0,5.0,2.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
9,March 2019,Bourdillion,4.0,4.0,,5.0,5.0,5.0,3.0,2.0,5.0,4.0,4.0,5.0,5.0,,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0
10,March 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,4.0
11,March 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0
12,March 2019,Bourdillion,5.0,4.0,,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0
13,March 2019,Bourdillion,,4.0,,5.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0
14,March 2019,Bourdillion,5.0,3.0,,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0
15,March 2019,Bourdillion,5.0,4.0,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0
16,March 2019,Bourdillion,5.0,3.0,,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
17,March 2019,Bourdillion,4.0,4.0,,5.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,3.0,3.0
18,March 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
19,March 2019,Bourdillion,4.0,5.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
20,March 2019,Bourdillion,5.0,5.0,,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0
21,March 2019,Bourdillion,5.0,4.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0
22,March 2019,Bourdillion,5.0,3.0,,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
23,March 2019,Bourdillion,4.0,4.0,,5.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0
24,March 2019,Bourdillion,5.0,4.0,,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,4.0
25,March 2019,Bourdillion,3.0,4.0,,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0
26,March 2019,Bourdillion,5.0,4.0,,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0
27,March 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0
28,March 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0
29,March 2019,Bourdillion,,3.0,,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0
30,March 2019,Bourdillion,4.0,5.0,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0
31,March 2019,Bourdillion,5.0,3.0,,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0
32,March 2019,Bourdillion,5.0,5.0,,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
33,March 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0
34,March 2019,Bourdillion,,5.0,,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0
35,March 2019,Bourdillion,5.0,5.0,,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0
36,March 2019,Bourdillion,4.0,5.0,,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0
37,March 2019,Bourdillion,5.0,4.0,,5.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0
38,March 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0
39,March 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0
40,March 2019,Bourdillion,4.0,3.0,,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
41,March 2019,Bourdillion,3.0,5.0,,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0
42,March 2019,Bourdillion,5.0,3.0,,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0
43,March 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0
44,March 2019,Bourdillion,3.0,3.0,,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0
45,March 2019,Bourdillion,5.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0
46,March 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0
47,March 2019,Bourdillion,5.0,4.0,,5.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0
48,March 2019,Bourdillion,5.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0
49,March 2019,Bourdillion,5.0,3.0,,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0
50,March 2019,Bourdillion,5.0,4.0,,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,,4.0,5.0,5.0,4.0
51,March 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0
52,March 2019,Bourdillion,5.0,3.0,,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0
53,March 2019,Bourdillion,5.0,4.0,,4.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,,5.0,5.0,,5.0,4.0,3.0,4.0,5.0,5.0,5.0
54,March 2019,Bourdillion,5.0,5.0,,5.0,4.0,5.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,5.0,4.0
55,March 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0
56,March 2019,Bourdillion,,4.0,,5.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
57,March 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0
58,March 2019,Bourdillion,5.0,5.0,,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,,5.0,5.0,4.0,5.0,4.0,5.0,3.0
59,March 2019,Bourdillion,,5.0,,5.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0
60,March 2019,Bourdillion,4.0,4.0,,4.0,5.0,5.0,,4.0,5.0,5.0,5.0,5.0,5.0,,4.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0
61,March 2019,Bourdillion,,4.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,,4.0,4.0,4.0,5.0
62,March 2019,Bourdillion,5.0,5.0,,5.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0
63,March 2019,Bourdillion,5.0,3.0,,5.0,5.0,5.0,,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0
